"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Any_alta_padro","Nombre"
2021,8,"Nou Barris",56,"Vallbona","Homes","Més de 15 anys",287
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Més de 15 anys",2010
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","Més de 15 anys",626
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","Més de 15 anys",3071
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","Més de 15 anys",16095
2021,9,"Sant Andreu",61,"la Sagrera","Homes","Més de 15 anys",7373
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Més de 15 anys",3491
2021,9,"Sant Andreu",63,"Navas","Homes","Més de 15 anys",5550
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Més de 15 anys",8972
2021,10,"Sant Martí",65,"el Clot","Homes","Més de 15 anys",6862
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Més de 15 anys",3470
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Més de 15 anys",2357
2021,10,"Sant Martí",68,"el Poblenou","Homes","Més de 15 anys",7686
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Més de 15 anys",2937
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Més de 15 anys",4704
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Més de 15 anys",5149
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Més de 15 anys",6706
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Més de 15 anys",7689
2021,1,"Ciutat Vella",1,"el Raval","Homes","No consta",16
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","No consta",11
2021,1,"Ciutat Vella",3,"la Barceloneta","Homes","No consta",5
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","No consta",12
2021,2,"Eixample",5,"el Fort Pienc","Homes","No consta",5
2021,2,"Eixample",6,"la Sagrada Família","Homes","No consta",11
2021,2,"Eixample",7,"la Dreta de l'Eixample","Homes","No consta",17
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","No consta",7
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","No consta",25
2021,2,"Eixample",10,"Sant Antoni","Homes","No consta",15
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","No consta",10
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","No consta",0
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","No consta",5
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","No consta",3
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","No consta",5
2021,3,"Sants-Montjuïc",16,"la Bordeta","Homes","No consta",3
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","No consta",6
2021,3,"Sants-Montjuïc",18,"Sants","Homes","No consta",8
2021,4,"Les Corts",19,"les Corts","Homes","No consta",9
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","No consta",5
2021,4,"Les Corts",21,"Pedralbes","Homes","No consta",10
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","No consta",6
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","No consta",12
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","No consta",3
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","No consta",3
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","No consta",17
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","No consta",12
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","No consta",4
2021,6,"Gràcia",29,"el Coll","Homes","No consta",1
2021,6,"Gràcia",30,"la Salut","Homes","No consta",5
2021,6,"Gràcia",31,"la Vila de Gràcia","Homes","No consta",16
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","No consta",11
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","No consta",3
2021,7,"Horta-Guinardó",34,"Can Baró","Homes","No consta",4
2021,7,"Horta-Guinardó",35,"el Guinardó","Homes","No consta",7
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","No consta",0
2021,7,"Horta-Guinardó",37,"el Carmel","Homes","No consta",6
2021,7,"Horta-Guinardó",38,"la Teixonera","Homes","No consta",5
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","No consta",3
2021,7,"Horta-Guinardó",40,"Montbau","Homes","No consta",2
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","No consta",1
2021,7,"Horta-Guinardó",42,"la Clota","Homes","No consta",0
2021,7,"Horta-Guinardó",43,"Horta","Homes","No consta",7
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","No consta",3
2021,8,"Nou Barris",45,"Porta","Homes","No consta",7
2021,8,"Nou Barris",46,"el Turó de la Peira","Homes","No consta",4
2021,8,"Nou Barris",47,"Can Peguera","Homes","No consta",1
2021,8,"Nou Barris",48,"la Guineueta","Homes","No consta",0
2021,8,"Nou Barris",49,"Canyelles","Homes","No consta",0
2021,8,"Nou Barris",50,"les Roquetes","Homes","No consta",4
2021,8,"Nou Barris",51,"Verdun","Homes","No consta",2
2021,8,"Nou Barris",52,"la Prosperitat","Homes","No consta",1
2021,8,"Nou Barris",53,"la Trinitat Nova","Homes","No consta",0
2021,8,"Nou Barris",54,"Torre Baró","Homes","No consta",0
2021,8,"Nou Barris",55,"Ciutat Meridiana","Homes","No consta",1
2021,8,"Nou Barris",56,"Vallbona","Homes","No consta",0
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","No consta",0
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","No consta",0
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","No consta",2
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","No consta",6
2021,9,"Sant Andreu",61,"la Sagrera","Homes","No consta",8
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","No consta",4
2021,9,"Sant Andreu",63,"Navas","Homes","No consta",4
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","No consta",10
2021,10,"Sant Martí",65,"el Clot","Homes","No consta",4
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","No consta",5
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",68,"el Poblenou","Homes","No consta",8
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","No consta",7
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","No consta",11
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","No consta",3
